江西频道,#genre#
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226252/index.m3u8?fmt=ts2hls
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/index.m3u8?fmt=ts2hls
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226236/index.m3u8?fmt=ts2hls
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8

CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8

江西少儿 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西教育 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
江西新闻 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls
江西经济生活 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls
吉州 3M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225679/index.m3u8
南昌新闻综合 2.5M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226223/index.m3u8
南昌都市 2.5M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226226/index.m3u8
南昌资讯 2.5M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226228/index.m3u8
南昌公共 2.5M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226231/index.m3u8

CCTV1,http://39.137.49.76:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV1高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV2,http://39.137.49.76:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV3(4M),http://39.137.49.76:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3(8M),http://39.137.49.76:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV4,http://39.137.49.76:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV5(4M),http://39.137.49.76:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5(8M),http://39.137.49.76:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5PLUS,http://39.137.49.76:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV6(4M),http://39.137.49.76:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6(8M),http://39.137.49.76:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV7,http://39.137.49.76:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV8(4M),http://39.137.49.76:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8(8M),http://39.137.49.76:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV9(英),http://39.137.49.76:8080/PLTV/88888910/224/3221225645/index.m3u8
CCTV9,http://39.137.49.76:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9高清,http://39.137.49.76:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV10,http://39.137.49.76:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10高清,http://39.137.49.76:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV11,http://39.137.49.76:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.137.49.76:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12高清,http://39.137.49.76:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV13,http://39.137.49.76:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://39.137.49.76:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14高清,http://39.137.49.76:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV15,http://39.137.49.76:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV16高清,http://39.137.49.76:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV17农业农村高清,http://39.137.49.76:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV3综艺[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226256/615272046.smil/index.m3u8
CCTV5PLUS高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5体育[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226259/615270782.smil/index.m3u8
CCTV6电影[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226255/615273516.smil/index.m3u8
CCTV8电视剧[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226258/615273606.smil/index.m3u8
CNC中文,http://39.137.49.76:8080/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.137.49.76:8080/PLTV/88888910/224/3221225693/index.m3u8
NewTV电竞,http://39.137.49.76:8080/PLTV/88888910/224/3221225653/index.m3u8
上海纪实HD,http://39.137.49.76:8080/PLTV/88888910/224/3221225654/index.m3u8
上海纪实高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225655/index.m3u8
世界搏击,http://39.137.49.76:8080/PLTV/88888910/224/3221225656/index.m3u8
东南卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225657/index.m3u8
东方卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225659/index.m3u8
中国功夫,http://39.137.49.76:8080/PLTV/88888910/224/3221225660/index.m3u8
中国教育-1,http://39.137.49.76:8080/PLTV/88888910/224/3221225661/index.m3u8
云南卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225664/index.m3u8
优漫卡通,http://39.137.49.76:8080/PLTV/88888910/224/3221225665/index.m3u8
健康有约,http://39.137.49.76:8080/PLTV/88888910/224/3221225666/index.m3u8
内蒙古卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225667/index.m3u8
军旅剧场,http://39.137.49.76:8080/PLTV/88888910/224/3221225669/index.m3u8
农业致富,http://39.137.49.76:8080/PLTV/88888910/224/3221225670/index.m3u8
动画王国,http://39.137.49.76:8080/PLTV/88888910/224/3221225672/index.m3u8
北京卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225674/index.m3u8
北京纪实HD,http://39.137.49.76:8080/PLTV/88888910/224/3221225675/index.m3u8
北京纪实高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225676/index.m3u8
卡酷少儿,http://39.137.49.76:8080/PLTV/88888910/224/3221225677/index.m3u8
古装剧场,http://39.137.49.76:8080/PLTV/88888910/224/3221225678/index.m3u8
吉安吉州卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225679/index.m3u8
吉林卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225680/index.m3u8
四川卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225698/index.m3u8
宁夏卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225726/index.m3u8
安徽卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225691/index.m3u8
家庭剧场,http://39.137.49.76:8080/PLTV/88888910/224/3221225713/index.m3u8
山东卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225697/index.m3u8
山东教育,http://39.137.49.76:8080/PLTV/88888910/224/3221225719/index.m3u8
山西卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225730/index.m3u8
广东卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225731/index.m3u8
新疆卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225725/index.m3u8
旅游卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225722/index.m3u8
明星大片,http://39.137.49.76:8080/PLTV/88888910/224/3221225716/index.m3u8
江苏卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225705/index.m3u8
河北卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225732/index.m3u8
浙江卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225703/index.m3u8
海外剧场,http://39.137.49.76:8080/PLTV/88888910/224/3221225712/index.m3u8
深圳卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225700/index.m3u8
湖北卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225699/index.m3u8
湖南卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225704/index.m3u8
潮妈辣婆,http://39.137.49.76:8080/PLTV/88888910/224/3221225708/index.m3u8
炫动卡通,http://39.137.49.76:8080/PLTV/88888910/224/3221225720/index.m3u8
炫舞未来,http://39.137.49.76:8080/PLTV/88888910/224/3221225707/index.m3u8
现场直播活动频道,http://39.137.49.76:8080/PLTV/88888910/224/3221225630/index.m3u8
甘肃卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225724/index.m3u8
精品体育,http://39.137.49.76:8080/PLTV/88888910/224/3221225709/index.m3u8
精品大剧,http://39.137.49.76:8080/PLTV/88888910/224/3221225714/index.m3u8
精品电影,http://39.137.49.76:8080/PLTV/88888910/224/3221225718/index.m3u8
精品纪录,http://39.137.49.76:8080/PLTV/88888910/224/3221225710/index.m3u8
英语新闻,http://39.137.49.76:8080/PLTV/88888910/224/3221225747/index.m3u8
西藏卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225723/index.m3u8
贵州卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225728/index.m3u8
超级体育4M,http://39.137.49.76:8080/PLTV/88888910/224/3221225622/index.m3u8
超级电影4M,http://39.137.49.76:8080/PLTV/88888910/224/3221225623/index.m3u8
超级电视剧4M,http://39.137.49.76:8080/PLTV/88888910/224/3221225625/index.m3u8
超级综艺4M,http://39.137.49.76:8080/PLTV/88888910/224/3221225620/index.m3u8
辽宁卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225696/index.m3u8
重庆卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225692/index.m3u8
金牌综艺,http://39.137.49.76:8080/PLTV/88888910/224/3221225711/index.m3u8
金鹰卡通,http://39.137.49.76:8080/PLTV/88888910/224/3221225721/index.m3u8
陕西卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225729/index.m3u8
青海卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225727/index.m3u8
黑龙江卫视高清,http://39.137.49.76:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视高清8M,http://39.137.49.76:8080/PLTV/88888910/224/3221225690/index.m3u8
风尚购物[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226239/610300002.smil/index.m3u8
王者荣耀,http://39.137.49.76:8080/PLTV/88888910/224/3221225749/index.m3u8
游戏直播1,http://39.137.49.76:8080/PLTV/88888910/224/3221225751/index.m3u8
游戏直播2,http://39.137.49.76:8080/PLTV/88888910/224/3221225752/index.m3u8
游戏直播3,http://39.137.49.76:8080/PLTV/88888910/224/3221225753/index.m3u8
游戏直播4,http://39.137.49.76:8080/PLTV/88888910/224/3221225754/index.m3u8
游戏直播5,http://39.137.49.76:8080/PLTV/88888910/224/3221225755/index.m3u8
游戏直播6,http://39.137.49.76:8080/PLTV/88888910/224/3221225756/index.m3u8
英雄联盟,http://39.137.49.76:8080/PLTV/88888910/224/3221225750/index.m3u8
ystdml-CCTV1,http://39.137.49.76:8080/PLTV/88888910/224/3221225762/index.m3u8
超级电影,http://39.137.49.76:8080/PLTV/88888910/224/3221225766/index.m3u8
超级电影-轮播,http://39.137.49.76:8080/PLTV/88888910/224/3221225769/index.m3u8
超级电影频道,http://39.137.49.76:8080/PLTV/88888910/224/3221225764/index.m3u8
超级电视剧,http://39.137.49.76:8080/PLTV/88888910/224/3221225765/index.m3u8
超级综艺,http://39.137.49.76:8080/PLTV/88888910/224/3221225768/index.m3u8
九江一套,http://39.137.49.76:8080/PLTV/88888910/224/3221225774/index.m3u8
九江二套,http://39.137.49.76:8080/PLTV/88888910/224/3221225775/index.m3u8
鹰潭公共,http://39.137.49.76:8080/PLTV/88888910/224/3221225789/index.m3u8
鹰潭综合,http://39.137.49.76:8080/PLTV/88888910/224/3221225788/index.m3u8
优购物,http://39.137.49.76:8080/PLTV/88888910/224/3221226219/index.m3u8
咪咕冬奥-直击8M,http://39.137.49.76:8080/PLTV/88888910/224/3221226241/index.m3u8
咪咕冬奥-雪上8M,http://39.137.49.76:8080/PLTV/88888910/224/3221226238/index.m3u8
咪咕冬奥-冰上8M,http://39.137.49.76:8080/PLTV/88888910/224/3221226235/index.m3u8
咪咕全民热练,http://39.137.49.76:8080/PLTV/88888910/224/3221226261/index.m3u8
上饶一套,http://39.137.49.76:8080/PLTV/88888910/224/3221225914/index.m3u8
上饶二套,http://39.137.49.76:8080/PLTV/88888910/224/3221225915/index.m3u8
江西教育频道,http://39.137.49.76:8080/PLTV/88888888/224/3221226197/10000100000000060000000004898209_0.smil/index.m3u8
江西新闻频道[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221225615/10000100000000060000000000230385_0.smil/index.m3u8
江西少儿高清频道,http://39.137.49.76:8080/PLTV/88888888/224/3221226194/10000100000000060000000004716224_0.smil/index.m3u8
江西公共·农业,http://39.137.49.76:8080/PLTV/88888888/224/3221225578/10000100000000060000000000000030_0.smil/index.m3u8
江西影视·旅游,http://39.137.49.76:8080/PLTV/88888888/224/3221225579/10000100000000060000000000000029_0.smil/index.m3u8
江西经济生活频道[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226206/10000100000000060000000005219195_0.smil/index.m3u8
江西都市频道[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221225584/10000100000000060000000000000162_0.smil/index.m3u8
china陶瓷[高清],http://39.137.49.76:8080/PLTV/88888888/224/3221226247/610289584.smil/index.m3u8
兵团卫视,http://39.137.49.76:8080/PLTV/88888888/224/3221225530/10000100000000060000000000000079_0.smil/index.m3u8
茶,http://39.137.49.76:8080/PLTV/88888888/224/3221225781/10000100000000060000000001007586_0.smil/index.m3u8
靓妆,http://39.137.49.76:8080/PLTV/88888888/224/3221225509/10000100000000060000000000000101_0.smil/index.m3u8
汽摩,http://39.137.49.76:8080/PLTV/88888888/224/3221225506/10000100000000060000000000000104_0.smil/index.m3u8
南昌老年大学1,http://39.137.49.76:8080/PLTV/88888910/224/3221226262/index.m3u8
纯享4K,http://39.137.49.76:8080/PLTV/88888910/224/3221225786/index.m3u8
风尚购物,http://39.137.49.76:8080/PLTV/88888910/224/3221225970/index.m3u8
ystdml-湖南卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221225763/index.m3u8
环球购物,http://39.137.49.76:8080/PLTV/88888910/224/3221225972/index.m3u8
好享购物,http://39.137.49.76:8080/PLTV/88888910/224/3221225973/index.m3u8
央广购物,http://39.137.49.76:8080/PLTV/88888910/224/3221225974/index.m3u8
快乐购,http://39.137.49.76:8080/PLTV/88888910/224/3221225975/index.m3u8
中视购物,http://39.137.49.76:8080/PLTV/88888910/224/3221225976/index.m3u8
军事评论,http://39.137.49.76:8080/PLTV/88888910/224/3221225757/index.m3u8
中华美食,http://39.137.49.76:8080/PLTV/88888910/224/3221225924/index.m3u8
安多卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226195/index.m3u8
兵团卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226200/index.m3u8
嘉佳卡通,http://39.137.49.76:8080/PLTV/88888910/224/3221226193/index.m3u8
金鹰纪实,http://39.137.49.76:8080/PLTV/88888910/224/3221226198/index.m3u8
延边卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226201/index.m3u8
农林卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226204/index.m3u8
南方卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226203/index.m3u8
康巴卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226207/index.m3u8
河南卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226196/index.m3u8
厦门卫视,http://39.137.49.76:8080/PLTV/88888910/224/3221226199/index.m3u8
咪咕国足1-詹俊,http://39.137.49.76:8080/PLTV/88888910/224/3221226240/index.m3u8
咪咕国足2-娄一晨,http://39.137.49.76:8080/PLTV/88888910/224/3221226243/index.m3u8
欢乐剧场标清,http://39.137.49.76:8080/PLTV/88888910/224/3221226210/index.m3u8
东北热剧标清,http://39.137.49.76:8080/PLTV/88888910/224/3221226202/index.m3u8
H265-5500k-1080P-cctv1,http://39.137.49.76:8080/PLTV/88888910/224/3221226225/index.m3u8
H265,http://39.137.49.76:8080/PLTV/88888910/224/3221226221/index.m3u8
严选购物,http://39.137.49.76:8080/PLTV/88888910/224/3221226190/index.m3u8
哒啵电竞,http://39.137.49.76:8080/PLTV/88888910/224/3221226265/index.m3u8
凤凰中文,http://39.137.49.76:8080/PLTV/88888910/224/3221226248/index.m3u8
凤凰香港,http://39.137.49.76:8080/PLTV/88888910/224/3221226251/index.m3u8
凤凰资讯,http://39.137.49.76:8080/PLTV/88888910/224/3221226274/index.m3u8
时移测试频道,http://39.137.49.76:8080/PLTV/88888910/224/3221225918/index.m3u8
无线新闻,http://r.jdshipin.com/CkuBd
无线新闻.备用,http://live.cooltv.top/tv/tvb.php?id=0
无线新闻.备用,http://www.nettvpro.live/hls/tvb.php?id=1
无线财*·体育·资讯台,http://r.jdshipin.com/jUx8K
无线财*·体育·资讯台.备用,http://live.cooltv.top/tv/tvb.php?id=2
无线财*·体育·资讯台.备用,http://www.nettvpro.live/hls/tvb.php?id=2
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰卫视FHD,https://17186.eu.org/php/phtv/fhzwhd.flv
凤凰资讯HD,https://17186.eu.org/php/phtv/fhzx.flv
凤凰卫视HD,https://17186.eu.org/php/phtv/fhzw.flv
凤凰深圳旁边HD,https://17186.eu.org/php/phtv/fhhk.flv
凤凰资讯FHD,https://17186.eu.org/php/ytlive/UCd9dPMYgV9-IQaZG491TaRw.m3u8
翡翠台,http://r.jdshipin.com/62WM7
翡翠台.备用,http://r.jdshipin.com/n90gt
华丽翡翠台,http://r.jdshipin.com/thuYX
J2,http://r.jdshipin.com/Nr5jq
J2.备用,http://r.jdshipin.com/ndGgS
VIUTV,http://r.jdshipin.com/vSJvl
凤凰中文,http://115.231.143.224/playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰资讯,http://115.231.143.224/playtv-live.ifeng.com/live/06OLEEWQKN4.flv



CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
哈哈炫动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京卡酷,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
冬奥纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8
嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
